key,genre,date,value,console,total,company
Nintendogs(DS),simulation,1/5/13,1.485047,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/6/13,2.109928,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/7/13,1.850631,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/8/13,1.675954,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/9/13,0.841436,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/10/13,0.289825,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/11/13,0.035882,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/12/13,0.01216,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/13/13,0.010114,DS,8.321427,Nintendo
Nintendogs(DS),simulation,1/14/13,0.009304,DS,8.321427,Nintendo
Mario Kart(DS),Racing,1/5/13,0.804098,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/6/13,0.830651,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/7/13,0.868129,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/8/13,1.45918,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/9/13,1.491308,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/10/13,2.1288,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/11/13,0.58091,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/12/13,0.38307,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/13/13,0.232841,DS,8.893594,Nintendo
Mario Kart(DS),Racing,1/14/13,0.103087,DS,8.893594,Nintendo
Super Mario 64(DS),Platform,1/5/13,0.659009,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/6/13,0.424848,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/7/13,0.468851,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/8/13,0.646529,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/9/13,0.635142,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/10/13,0.410381,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/11/13,0.294205,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/12/13,0.232204,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/13/13,0.141265,DS,4.589275,Nintendo
Super Mario 64(DS),Platform,1/14/13,0.052785,DS,4.589275,Nintendo
