key,genre,date,value,console,total,company
The Elder Scrolls V: Skyrim(Xbox 360),Role-Playing,1/13/13,0.447125,Xbox360,4.34776,Bethesda Softworks
The Elder Scrolls V: Skyrim(Xbox 360),Role-Playing,1/14/13,0.294602,Xbox360,4.34776,Bethesda Softworks
Pokemon Black/White Version 2(DS),Role-Playing,1/5/13,,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/6/13,,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/7/13,,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/8/13,,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/9/13,,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/10/13,,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/11/13,,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/12/13,1.677317,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/13/13,0.554915,DS,2.496338,Nintendo
Pokemon Black/White Version 2(DS),Role-Playing,1/14/13,0.249592,DS,2.496338,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/5/13,,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/6/13,,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/7/13,,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/8/13,,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/9/13,,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/10/13,,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/11/13,,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/12/13,,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/13/13,3.079263,3DS,4.050173,Nintendo
Pokemon X/Y(3DS),Role-Playing,1/14/13,0.92227,3DS,4.050173,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/5/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/6/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/7/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/8/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/9/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/10/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/11/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/12/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/13/13,,3DS,2.780982,Nintendo
Pokemon Omega Ruby and Alpha Sapphire(3DS),Role-Playing,1/14/13,2.522094,3DS,2.780982,Nintendo
